CPDBID,Name/Model,Era,Year,"Technology Base",Chassis,"Rules Level (Current)",Tonnage,Designer,"Battle Value",Cost,Rating
994,"Ostsol OTL-6D","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1880,13119360,4.125000
995,"Ostsol OTL-7M","Civil War",3065,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1581,11984960,3.666667
3913,"Ostsol OTL-8D",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1462,9809760,-----
996,"Ostsol OTL-8M","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1733,14844560,3.750000
4655,"Ostsol OTL-9M",Jihad,3079,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1871,15839360,-----
3391,"Ostsol OTL-9R",Jihad,3077,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1654,8560160,-----
4033,"Ostwar OWR-2M","Age of War",2470,Primitive,Biped,"Advanced (Extinct)",65,"Catalyst Game Labs",1205,4943125,-----
4544,"Ostwar OWR-2Mb","Star League",2620,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1638,14108050,-----
3327,"Ostwar OWR-3M",Jihad,3075,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1557,6372575,-----
2320,"Owens OW [BASE]","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",558,7625531,-----
2321,"Owens OW-1","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",839,7832250,2.571429
2322,"Owens OW-1A","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",680,7720031,2.083333
2323,"Owens OW-1B","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",752,8005219,2.083333
2324,"Owens OW-1C","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",964,7929281,3.250000
2325,"Owens OW-1D","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",655,7895531,1.833333
2573,"Owens OW-1E","Clan Invasion",3060,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",833,7878656,2.666667
2860,"Owens OW-1F",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",933,8273531,-----
4898,"Owens OW-1G",Republic,3125,"Inner Sphere",Biped,Advanced,35,"Catalyst Game Labs",1761,13700531,-----
3735,"Owens OW-1R","Clan Invasion",3059,"Inner Sphere (Mixed)",Biped,"Tournament Legal",35,"Catalyst Game Labs",1215,8114906,-----
527,"Pack Hunter","Clan Invasion",3059,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1369,3206840,3.250000
2703,"Pack Hunter 2","Civil War",3065,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1598,5047640,-----
2704,"Pack Hunter 3",Jihad,3068,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1747,5268640,-----
4208,"Pack Hunter 4",Jihad,3070,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1257,5561140,-----
3351,"Pack Hunter II",Jihad,3077,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1797,7366840,-----
4357,"Pack Hunter II (Isis)","Dark Age",3133,Clan,Biped,"Tournament Legal",30,"Catalyst Game Labs",1276,7282340,-----
4554,"Pack Hunter II 2",Jihad,3078,"Clan (Mixed)",Biped,"Tournament Legal",30,"Catalyst Game Labs",1457,6623240,-----
4555,"Pack Hunter II 3",Jihad,3082,"Clan (Mixed)",Biped,"Tournament Legal",30,"Catalyst Game Labs",1438,8986640,-----
4887,"Pack Hunter II 4",Republic,3093,Clan,Biped,Advanced,30,"Catalyst Game Labs",1447,7245940,-----
3136,"Paladin PAL-1","Clan Invasion",3053,"Inner Sphere",Biped,"Tournament Legal",60,"Catalyst Game Labs",1361,5588800,-----
2788,"Paladin PAL-2",Jihad,3068,"Inner Sphere",Biped,Advanced,60,"Catalyst Game Labs",1617,52289600,-----
3137,"Paladin PAL-3",Jihad,3068,"Inner Sphere",Biped,Advanced,60,"Catalyst Game Labs",1370,51417600,-----
3423,"Pandarus LFA-1A",Jihad,3083,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1589,7638750,-----
4009,"Pandarus LFA-1X",Jihad,3078,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1486,7638750,-----
281,"Panther PNT-10K","Clan Invasion",3051,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",838,2843460,2.350000
2713,"Panther PNT-10K2",Jihad,3074,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",913,2878560,-----
3770,"Panther PNT-10KA","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",797,2708460,-----
1122,"Panther PNT-12A","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",982,2808360,3.333333
2714,"Panther PNT-12K",Jihad,3079,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",930,2797560,-----
4526,"Panther PNT-12K2",Jihad,3074,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",930,2797560,-----
4899,"Panther PNT-12KC","Dark Age",3139,"Inner Sphere (Mixed)",Biped,Advanced,35,"Catalyst Game Labs",1036,3585960,-----
3332,"Panther PNT-13K",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",996,5923710,-----
3771,"Panther PNT-14S",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",825,3313260,-----
3772,"Panther PNT-16K",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",988,2987235,-----
4073,"Panther PNT-8Z","Star League",2739,"Inner Sphere",Biped,Introductory,35,"Catalyst Game Labs",741,2330460,-----
191,"Panther PNT-9R","Star League",2759,"Inner Sphere",Biped,Introductory,35,"Catalyst Game Labs",769,2449260,3.880952
736,"Panther PNT-C","Clan Invasion",3051,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",833,3045960,2.666667
3773,"Panther PNT-CA","Clan Invasion",3055,"Inner Sphere",Biped,"Tournament Legal",35,"Catalyst Game Labs",787,2910960,-----
3353,Parash,Jihad,3083,Clan,Biped,"Tournament Legal",35,"Catalyst Game Labs",1300,6384510,-----
4558,"Parash 2",Jihad,3084,Clan,Biped,Advanced,35,"Catalyst Game Labs",1523,7214760,-----
4438,"Parash 3",Jihad,3083,"Clan (Mixed)",Biped,Experimental,35,"Catalyst Game Labs",1753,8072010,-----
3249,"Pariah (Septicemia) A",Jihad,3072,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",1935,13052615,-----
4292,"Pariah (Septicemia) A-Z",Jihad,3072,Clan,Biped,"Experimental (Extinct)",55,"Catalyst Game Labs",2388,16927615,-----
3250,"Pariah (Septicemia) B",Jihad,3072,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2310,14686896,-----
3604,"Pariah (Septicemia) B-Z",Jihad,3072,Clan,Biped,"Experimental (Extinct)",55,"Catalyst Game Labs",2349,16853021,-----
3251,"Pariah (Septicemia) C",Jihad,3072,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2227,13979708,-----
3605,"Pariah (Septicemia) C-Z",Jihad,3072,Clan,Biped,"Experimental (Extinct)",55,"Catalyst Game Labs",2264,16052833,-----
3252,"Pariah (Septicemia) D",Jihad,3072,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2718,13523524,-----
3606,"Pariah (Septicemia) D-Z",Jihad,3072,Clan,Biped,"Experimental (Extinct)",55,"Catalyst Game Labs",2704,15589383,-----
3603,"Pariah (Septicemia) E",Jihad,3072,Clan,Biped,"Experimental (Extinct)",55,"Catalyst Game Labs",2950,15664946,-----
3584,"Pariah (Septicemia) F",Jihad,3072,Clan,Biped,Advanced,55,"Catalyst Game Labs",1586,13246365,-----
3248,"Pariah (Septicemia) PRIME",Jihad,3072,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",2511,12964071,-----
4518,"Pariah (Septicemia) US",Jihad,3072,Clan,Biped,Advanced,55,"Catalyst Game Labs",2298,15522346,-----
3633,"Pariah (Septicemia) UW",Jihad,3072,Clan,Biped,Advanced,55,"Catalyst Game Labs",1913,14705883,-----
4293,"Pariah (Septicemia) Z",Jihad,3072,Clan,Biped,Advanced,55,"Catalyst Game Labs",2072,7763196571,-----
3247,"Pariah (Septicemia) [BASE]",Jihad,3072,Clan,Biped,"Tournament Legal",55,"Catalyst Game Labs",803,11211990,-----
4124,"Pathfinder PFF-2",Jihad,3075,Primitive,Biped,"Advanced (Extinct)",25,"Catalyst Game Labs",452,1967500,-----
3221,"Patriot PKM-2C",Jihad,3070,"Inner Sphere",Biped,Advanced,65,"Catalyst Game Labs",1613,15618350,-----
4467,"Patriot PKM-2D",Jihad,3072,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1699,16129850,-----
4468,"Patriot PKM-2E",Jihad,3076,"Inner Sphere",Biped,"Tournament Legal",65,"Catalyst Game Labs",1443,15555238,-----
3349,"Peacekeeper PKP-1A",Republic,3086,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",2824,28831075,-----
4549,"Peacekeeper PKP-1B",Republic,3087,"Inner Sphere",Biped,"Tournament Legal",95,"Catalyst Game Labs",2981,28777450,-----
5176,"Peacekeeper PKP-2K",Republic,3116,"Inner Sphere",Biped,Advanced,95,"Catalyst Game Labs",2863,33818200,-----
3424,"Pendragon PDG-1R",Jihad,3083,"Inner Sphere",Biped,Advanced,95,"Catalyst Game Labs",2151,27491425,-----
3946,"Pendragon PDG-1X MUSE RED",Jihad,3072,"Inner Sphere (Mixed)",Biped,Advanced,95,"Catalyst Game Labs",2230,22708725,-----
669,"Penetrator PTR-4D","Clan Invasion",3053,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1687,7624750,4.333333
838,"Penetrator PTR-4F","Clan Invasion",3056,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1564,7414750,2.666667
839,"Penetrator PTR-6M","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1639,7449750,4.000000
840,"Penetrator PTR-6S","Clan Invasion",3059,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1689,7948500,3.750000
3014,"Penetrator PTR-6T","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1994,7925750,-----
3346,"Penthesilea PEN-2H",Jihad,3083,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1899,9853375,-----
4547,"Penthesilea PEN-2MAF",Jihad,3085,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1834,8551375,-----
3589,"Penthesilea PEN-3H",Republic,3129,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1666,10755938,-----
530,"Peregrine (Horned Owl)","Early Succession Wars",2853,Clan,Biped,"Tournament Legal",35,"Catalyst Game Labs",1434,3487860,3.375000
737,"Peregrine (Horned Owl) 2","Early Succession Wars",2856,Clan,Biped,"Tournament Legal",35,"Catalyst Game Labs",1191,3467610,2.375000
3098,"Peregrine (Horned Owl) 3","Clan Invasion",3061,Clan,Biped,"Tournament Legal",35,"Catalyst Game Labs",1545,3629610,-----
2779,"Peregrine (Horned Owl) 4","Civil War",3064,Clan,Biped,"Tournament Legal",35,"Catalyst Game Labs",1198,3602610,-----
3099,"Peregrine (Horned Owl) 5","Civil War",3066,Clan,Biped,"Tournament Legal",35,"Catalyst Game Labs",1523,3772710,-----
2530,"Perseus P1","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1713,20061016,3.100000
2531,"Perseus P1A","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1661,20140313,2.625000
2532,"Perseus P1B","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1776,19283359,2.700000
2533,"Perseus P1C","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1644,19187656,2.900000
2683,"Perseus P1D","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1714,20629766,3.125000
4303,"Perseus P1E",Jihad,3072,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1658,20176406,-----
4304,"Perseus P1P",Jihad,3078,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1777,19631719,-----
4305,"Perseus P1W",Jihad,3068,"Inner Sphere",Biped,"Tournament Legal (Extinct)",75,"Catalyst Game Labs",1864,21305156,-----
2529,"Perseus [BASE]","Clan Invasion",3058,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",904,17170781,-----
2332,"Phantom A","Clan Invasion",3052,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1410,10497638,2.500000
2333,"Phantom B","Clan Invasion",3052,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1096,10961388,2.750000
2334,"Phantom C","Clan Invasion",3052,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1590,10394825,3.125000
2335,"Phantom D","Clan Invasion",3052,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1581,10751388,3.250000
2638,"Phantom E","Clan Invasion",3061,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",975,10416700,2.000000
3100,"Phantom F",Jihad,3068,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1375,10973288,-----
2639,"Phantom H","Civil War",3062,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1178,10412325,3.500000
2331,"Phantom PRIME","Clan Invasion",3052,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1159,11153888,2.666667
2330,"Phantom [BASE]","Clan Invasion",3052,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",622,10048500,-----
681,"Phoenix Hawk IIC","Early Succession Wars",2851,Clan,Biped,"Tournament Legal",80,"Catalyst Game Labs",2037,21589440,2.500000
1059,"Phoenix Hawk IIC 2","Early Succession Wars",2852,Clan,Biped,"Tournament Legal",80,"Catalyst Game Labs",2892,22093440,4.333333
1060,"Phoenix Hawk IIC 3","Civil War",3062,Clan,Biped,"Tournament Legal",80,"Catalyst Game Labs",2448,21398640,3.125000
1061,"Phoenix Hawk IIC 4","Civil War",3065,Clan,Biped,"Tournament Legal",80,"Catalyst Game Labs",2483,22039440,1.750000
3962,"Phoenix Hawk IIC 5",Jihad,3069,Clan,Biped,"Tournament Legal",80,"Catalyst Game Labs",2350,22021440,-----
3963,"Phoenix Hawk IIC 6",Jihad,3070,Clan,Biped,"Tournament Legal",80,"Catalyst Game Labs",2490,25632240,-----
3405,"Phoenix Hawk IIC 7",Jihad,3078,Clan,Biped,"Tournament Legal",80,"Catalyst Game Labs",2219,21154440,-----
4692,"Phoenix Hawk IIC 8",Republic,3086,Clan,Biped,Advanced,80,"Catalyst Game Labs",2903,85900440,-----
4524,"Phoenix Hawk L PXH-11K",Republic,3116,"Inner Sphere",Biped,Advanced,35,"Catalyst Game Labs",1563,6671093,-----
4128,"Phoenix Hawk L PXH-11K2",Republic,3116,"Inner Sphere",Biped,Advanced,35,"Catalyst Game Labs",1233,8841218,-----
5159,"Phoenix Hawk LAM Mk I PHX-HK1","Star League",2692,"Inner Sphere","Land-Air (Standard)","Advanced (Extinct)",50,"Catalyst Game Labs",1942,7936250,-----
5160,"Phoenix Hawk LAM Mk I PHX-HK1R","Star League",2695,"Inner Sphere","Land-Air (Standard)","Advanced (Extinct)",50,"Catalyst Game Labs",1858,8600375,-----
5161,"Phoenix Hawk LAM PHX-HK1RB","Star League",2695,"Inner Sphere","Land-Air (Standard)","Advanced (Extinct)",50,"Catalyst Game Labs",1800,10149125,-----
5157,"Phoenix Hawk LAM PHX-HK2","Star League",2701,"Inner Sphere","Land-Air (Standard)","Advanced (Extinct)",50,"Catalyst Game Labs",1555,7311500,-----
5158,"Phoenix Hawk LAM PHX-HK2M","Late Succession Wars",2953,"Inner Sphere","Land-Air (Standard)","Advanced (Extinct)",50,"Catalyst Game Labs",1465,7285250,-----
165,"Phoenix Hawk PXH-1","Age of War",2568,"Inner Sphere",Biped,Introductory,45,"Catalyst Game Labs",1041,4066090,3.500000
4368,"Phoenix Hawk PXH-1b ""Special""","Star League",2760,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1512,8697390,-----
4369,"Phoenix Hawk PXH-1c ""Special""","Early Succession Wars",2784,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1443,8711890,-----
166,"Phoenix Hawk PXH-1D","Star League",2586,"Inner Sphere",Biped,Introductory,45,"Catalyst Game Labs",1083,4057390,3.727273
167,"Phoenix Hawk PXH-1K","Star League",2603,"Inner Sphere",Biped,Introductory,45,"Catalyst Game Labs",1073,3628553,3.090909
4643,"Phoenix Hawk PXH-2","Star League",2599,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1145,4348840,-----
310,"Phoenix Hawk PXH-3D","Late Succession Wars",3048,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1315,8388540,3.571429
311,"Phoenix Hawk PXH-3K","Clan Invasion",3050,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1359,8288490,3.562500
312,"Phoenix Hawk PXH-3M","Clan Invasion",3051,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1307,8450890,2.428571
4644,"Phoenix Hawk PXH-3M (Masters)","Clan Invasion",3051,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1154,8334890,-----
944,"Phoenix Hawk PXH-3PL","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1240,8015165,3.125000
313,"Phoenix Hawk PXH-3S","Late Succession Wars",3042,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1237,8901840,3.000000
945,"Phoenix Hawk PXH-4L","Civil War",3066,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1282,7756340,3.916667
4002,"Phoenix Hawk PXH-4L (Sante)",Jihad,3068,"Inner Sphere (Mixed)",Biped,"Tournament Legal",45,"Catalyst Game Labs",1442,7828840,-----
4645,"Phoenix Hawk PXH-4W",Jihad,3079,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1395,13846340,-----
3385,"Phoenix Hawk PXH-5L",Jihad,3069,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1530,7676590,-----
946,"Phoenix Hawk PXH-6D","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1665,10969540,4.375000
947,"Phoenix Hawk PXH-7CS","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal (Extinct)",45,"Catalyst Game Labs",1281,11823590,3.900000
3919,"Phoenix Hawk PXH-7K",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1241,11961340,-----
4752,"Phoenix Hawk PXH-7KJ ""Jasmine""","Dark Age",3142,"Inner Sphere",Biped,Advanced,45,"Catalyst Game Labs",1513,8450890,-----
948,"Phoenix Hawk PXH-7S","Civil War",3067,"Inner Sphere",Biped,"Tournament Legal",45,"Catalyst Game Labs",1496,10236203,3.625000
4646,"Phoenix Hawk PXH-8CS",Jihad,3080,"Inner Sphere",Biped,Advanced,45,"Catalyst Game Labs",1442,35122190,-----
4861,"Phoenix PX-1R","Age of War",2474,Primitive,Biped,"Advanced (Extinct)",50,"Catalyst Game Labs",917,3818250,-----
3278,"Phoenix PX-3R","Age of War",2520,"Inner Sphere",Biped,Introductory,50,"Catalyst Game Labs",1106,4234250,-----
4421,"Phoenix PX-4R","Star League",2581,"Inner Sphere",Biped,Introductory,50,"Catalyst Game Labs",996,4207250,-----
3730,"Pillager PLG-1N","Star League",2575,"Inner Sphere",Biped,Introductory,100,"Catalyst Game Labs",1812,9496000,-----
721,"Pillager PLG-3Z","Star League",2594,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2697,22050000,3.250000
3989,"Pillager PLG-4X ""Anvil""",Jihad,3077,"Inner Sphere",Biped,Advanced,100,"Catalyst Game Labs",1927,19088000,-----
1252,"Pillager PLG-4Z","Civil War",3064,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2868,11962000,3.583333
3731,"Pillager PLG-5L",Jihad,3068,"Inner Sphere",Biped,Advanced,100,"Catalyst Game Labs",2656,23362000,-----
3732,"Pillager PLG-5Z",Jihad,3070,"Inner Sphere",Biped,"Tournament Legal",100,"Catalyst Game Labs",2939,15002000,-----
949,Pinion,"Civil War",3065,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1646,4289390,2.750000
950,"Pinion 2",Jihad,3068,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1657,4263290,2.750000
4335,"Pinion 3",Jihad,3069,Clan,Biped,"Tournament Legal",45,"Catalyst Game Labs",1611,4405825,-----
453,Piranha,"Clan Invasion",3051,Clan,Biped,"Tournament Legal",20,"Catalyst Game Labs",998,2779740,4.500000
3668,"Piranha 2","Civil War",3067,Clan,Biped,"Tournament Legal",20,"Catalyst Game Labs",853,2869440,-----
3669,"Piranha 3",Jihad,3068,Clan,Biped,"Tournament Legal",20,"Catalyst Game Labs",1142,2964240,-----
4841,"Piranha 4",Jihad,3072,Clan,Biped,"Tournament Legal",20,"Catalyst Game Labs",1063,2757240,-----
2888,"Porcupine PRC-1N","Civil War",3063,"Inner Sphere",Biped,Advanced,20,"Catalyst Game Labs",870,4776240,-----
3112,"Porcupine PRC-2N","Civil War",3067,"Inner Sphere",Biped,Advanced,20,"Catalyst Game Labs",901,6870140,-----
2338,"Pouncer A","Clan Invasion",3050,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",2081,9018888,3.500000
2339,"Pouncer B","Clan Invasion",3050,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1836,8999200,3.333333
2340,"Pouncer C","Clan Invasion",3050,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1653,8620063,2.333333
2341,"Pouncer D","Clan Invasion",3050,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",2246,9053888,3.750000
2640,"Pouncer E","Clan Invasion",3061,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1632,8789200,2.750000
3101,"Pouncer F",Jihad,3069,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1308,8915375,-----
2641,"Pouncer H","Civil War",3062,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",1784,8925000,3.500000
2337,"Pouncer PRIME","Clan Invasion",3050,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",2557,8755688,3.333333
2336,"Pouncer [BASE]","Clan Invasion",3050,Clan,Biped,"Tournament Legal",40,"Catalyst Game Labs",573,7633500,-----
808,Predator,"Clan Invasion",3060,Clan,Biped,"Tournament Legal",60,"Catalyst Game Labs",1754,12050400,3.750000
4225,"Predator 2",Jihad,3075,Clan,Biped,"Tournament Legal",60,"Catalyst Game Labs",2159,12106400,-----
3590,"Prefect PRF-1C","Dark Age",3133,"Inner Sphere",Biped,Advanced,75,"Catalyst Game Labs",1857,21906938,-----
3347,"Prefect PRF-1R",Jihad,3085,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1847,15617438,-----
3565,"Prefect PRF-1R (Veronica)",Jihad,3085,"Inner Sphere",Biped,"Tournament Legal",75,"Catalyst Game Labs",1835,16499438,-----
